,State,scode,Year,Deaths,Population,waitingh,permith,rate_calculated,log_rate,scode_char,Region,Division,rate_other,log_other,rate_combined,log_everything,rate_all,rlong_guns,log_long,BRFSS,perc_rural,perc_hs,less_9th,Median_inc,perc_male,perc_white,u_rate,Delay,treatment,Post,treatmentvar
192,Maine,23.0,2006.0,61,1323619,0.0,0.0,4.6,1.5260563034950492,ME,Northeast,New England,5.4,1.6863989535702288,11.9,2.4765384001174837,6.6,2.0,1.0986122886681098,0.402072144,0.633945952,36.2,5.4,37240,0.486546246,0.969481294,4.7,0,1,0,0
193,Maine,23.0,2007.0,60,1327040,0.0,0.0,4.5,1.5040773967762742,ME,Northeast,New England,7.5,2.0149030205422647,14.3,2.6602595372658615,6.8,2.3,1.1939224684724346,0.402072144,0.633945952,36.2,5.4,37240,0.486546246,0.969481294,4.7,0,1,0,0
194,Maine,23.0,2008.0,71,1330509,0.0,0.0,5.3,1.667706820558076,ME,Northeast,New England,5.9,1.7749523509116738,13.6,2.6100697927420065,7.7,2.4000000000000004,1.2237754316221159,0.402072144,0.633945952,36.2,5.4,37240,0.486546246,0.969481294,7.0,0,1,1,1
195,Maine,23.0,2009.0,76,1329590,0.0,0.0,5.7,1.7404661748405046,ME,Northeast,New England,6.8,1.916922612182061,14.8,2.6946271807700692,8.0,2.3,1.1939224684724346,0.402072144,0.633945952,36.2,5.4,37240,0.486546246,0.969481294,8.7,0,1,1,1
196,Maryland,24.0,2000.0,208,5296486,1.0,1.0,3.9,1.3609765531356006,MD,South,South Atlantic,4.3,1.4586150226995167,8.9,2.186051276738094,4.6,0.6999999999999997,0.5306282510621703,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,3.6,1,0,0,0
197,Maryland,24.0,2001.0,181,5374691,1.0,1.0,3.4,1.2237754316221157,MD,South,South Atlantic,4.3,1.4586150226995167,8.4,2.128231705849268,4.1,0.6999999999999997,0.5306282510621703,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,5.0,1,0,0,0
198,Maryland,24.0,2002.0,199,5440389,1.0,1.0,3.7,1.308332819650179,MD,South,South Atlantic,4.5,1.5040773967762742,8.8,2.174751721484161,4.3,0.5999999999999996,0.47000362924573535,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,4.6,1,0,0,0
199,Maryland,24.0,2003.0,204,5496269,1.0,1.0,3.7,1.308332819650179,MD,South,South Atlantic,4.6,1.5260563034950492,8.9,2.186051276738094,4.3,0.5999999999999996,0.47000362924573535,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,4.7,1,0,0,0
200,Maryland,24.0,2004.0,212,5546935,1.0,1.0,3.8,1.33500106673234,MD,South,South Atlantic,4.5,1.5040773967762742,9.0,2.1972245773362196,4.5,0.7000000000000002,0.5306282510621705,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,4.7,1,0,0,0
201,Maryland,24.0,2005.0,181,5592379,1.0,1.0,3.2,1.1631508098056809,MD,South,South Atlantic,4.5,1.5040773967762742,8.4,2.128231705849268,3.9,0.6999999999999997,0.5306282510621703,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,4.1,1,0,0,0
202,Maryland,24.0,2006.0,208,5627367,1.0,1.0,3.7,1.308332819650179,MD,South,South Atlantic,4.5,1.5040773967762742,8.8,2.174751721484161,4.2,0.5,0.4054651081081644,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,4.1,1,0,0,0
203,Maryland,24.0,2007.0,210,5653408,1.0,1.0,3.7,1.308332819650179,MD,South,South Atlantic,5.0,1.6094379124341003,9.1,2.2082744135228043,4.1,0.39999999999999947,0.33647223662121256,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,3.6,1,0,0,0
204,Maryland,24.0,2008.0,225,5684965,1.0,1.0,4.0,1.3862943611198906,MD,South,South Atlantic,4.2,1.4350845252893227,8.8,2.174751721484161,4.6,0.5999999999999996,0.47000362924573535,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,6.2,1,0,1,0
205,Maryland,24.0,2009.0,232,5730388,1.0,1.0,4.0,1.3862943611198906,MD,South,South Atlantic,5.2,1.6486586255873816,9.6,2.2617630984737906,4.4,0.40000000000000036,0.33647223662121317,0.238226809,0.13644074,26.7,5.1,52868,0.482922828,0.640293961,8.0,1,0,1,0
206,Massachusetts,25.0,2000.0,79,6349097,0.0,1.0,1.2,0.1823215567939546,MA,Northeast,New England,4.4,1.4816045409242156,6.1,1.8082887711792655,1.7,0.5,0.4054651081081644,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,2.8,1,0,0,0
207,Massachusetts,25.0,2001.0,79,6397634,0.0,1.0,1.2,0.1823215567939546,MA,Northeast,New England,5.0,1.6094379124341003,6.7,1.9021075263969205,1.7,0.5,0.4054651081081644,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,4.7,1,0,0,0
208,Massachusetts,25.0,2002.0,80,6417206,0.0,1.0,1.2,0.1823215567939546,MA,Northeast,New England,5.3,1.667706820558076,6.8,1.916922612182061,1.5,0.30000000000000004,0.26236426446749106,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,5.5,1,0,0,0
209,Massachusetts,25.0,2003.0,107,6422565,0.0,1.0,1.7,0.5306282510621704,MA,Northeast,New England,4.8,1.5686159179138452,6.7,1.9021075263969205,1.9,0.19999999999999996,0.1823215567939546,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,5.5,1,0,0,0
210,Massachusetts,25.0,2004.0,83,6412281,0.0,1.0,1.3,0.26236426446749106,MA,Northeast,New England,5.1,1.62924053973028,6.6,1.8870696490323797,1.5,0.19999999999999996,0.1823215567939546,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,4.9,1,0,0,0
211,Massachusetts,25.0,2005.0,94,6403290,0.0,1.0,1.5,0.4054651081081644,MA,Northeast,New England,5.8,1.7578579175523736,7.5,2.0149030205422647,1.7,0.19999999999999996,0.1823215567939546,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,4.8,1,0,0,0
212,Massachusetts,25.0,2006.0,84,6410084,0.0,1.0,1.3,0.26236426446749106,MA,Northeast,New England,5.4,1.6863989535702288,7.0,1.9459101490553132,1.6,0.30000000000000004,0.26236426446749106,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,4.7,1,0,0,0
213,Massachusetts,25.0,2007.0,106,6431559,0.0,1.0,1.6,0.47000362924573563,MA,Northeast,New England,6.3,1.840549633397487,8.0,2.0794415416798357,1.8,0.19999999999999996,0.1823215567939546,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,4.5,1,0,0,0
214,Massachusetts,25.0,2008.0,103,6468967,0.0,1.0,1.6,0.47000362924573563,MA,Northeast,New England,6.0,1.791759469228055,7.9,2.066862759472976,1.8,0.19999999999999996,0.1823215567939546,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,6.7,1,0,1,0
215,Massachusetts,25.0,2009.0,71,6517613,0.0,1.0,1.1,0.09531017980432493,MA,Northeast,New England,6.8,1.916922612182061,8.1,2.0918640616783932,1.4,0.2999999999999998,0.2623642644674909,0.104968563,0.088757809,27.3,5.8,50502,0.481771817,0.845362104,8.5,1,0,1,0
216,Michigan,26.0,2000.0,411,9938444,0.0,1.0,4.1,1.410986973710262,MI,Midwest,East North Central,4.5,1.5040773967762742,9.8,2.2823823856765264,5.3,1.2000000000000002,0.7884573603642703,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,4.2,1,0,0,0
217,Michigan,26.0,2001.0,438,9991120,0.0,1.0,4.4,1.4816045409242156,MI,Midwest,East North Central,5.1,1.62924053973028,10.5,2.3513752571634776,5.4,1.0,0.6931471805599453,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,6.2,1,0,0,0
218,Michigan,26.0,2002.0,452,10015710,0.0,1.0,4.5,1.5040773967762742,MI,Midwest,East North Central,5.3,1.667706820558076,11.0,2.3978952727983707,5.8,1.2999999999999998,0.8329091229351039,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,6.3,1,0,0,0
219,Michigan,26.0,2003.0,412,10041152,0.0,1.0,4.1,1.410986973710262,MI,Midwest,East North Central,5.0,1.6094379124341003,10.2,2.322387720290225,5.2,1.1000000000000005,0.7419373447293776,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,6.8,1,0,0,0
220,Michigan,26.0,2004.0,396,10055315,0.0,1.0,3.9,1.3609765531356006,MI,Midwest,East North Central,5.6,1.7227665977411035,10.9,2.388762789235098,5.3,1.4,0.8754687373538999,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,7.2,1,0,0,0
221,Michigan,26.0,2005.0,416,10051137,0.0,1.0,4.1,1.410986973710262,MI,Midwest,East North Central,5.5,1.7047480922384253,11.0,2.3978952727983707,5.5,1.4000000000000004,0.8754687373539001,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,6.7,1,0,0,0
222,Michigan,26.0,2006.0,464,10036081,0.0,1.0,4.6,1.5260563034950492,MI,Midwest,East North Central,5.4,1.6863989535702288,11.3,2.424802725718295,6.0,1.4000000000000004,0.8754687373539001,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,7.0,1,0,0,0
223,Michigan,26.0,2007.0,415,10001284,0.0,1.0,4.1,1.410986973710262,MI,Midwest,East North Central,5.7,1.7404661748405046,11.3,2.424802725718295,5.6,1.5,0.9162907318741551,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,7.2,1,0,0,0
224,Michigan,26.0,2008.0,436,9946889,0.0,1.0,4.4,1.4816045409242156,MI,Midwest,East North Central,6.1,1.8082887711792655,11.9,2.4765384001174837,5.7,1.2999999999999998,0.8329091229351039,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,10.1,1,0,1,0
225,Michigan,26.0,2009.0,442,9901591,0.0,1.0,4.5,1.5040773967762742,MI,Midwest,East North Central,6.0,1.791759469228055,11.8,2.468099531471619,5.8,1.2999999999999998,0.8329091229351039,0.390756125,0.278598316,31.3,4.7,44667,0.490327762,0.801539255,13.3,1,0,1,0
226,Minnesota,27.0,2000.0,173,4919479,1.0,0.0,3.5,1.252762968495368,MN,Midwest,West North Central,4.4,1.4816045409242156,8.9,2.186051276738094,4.5,1.0,0.6931471805599453,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,3.2,1,0,0,0
227,Minnesota,27.0,2001.0,198,4982796,1.0,0.0,4.0,1.3862943611198906,MN,Midwest,West North Central,4.7,1.547562508716013,9.6,2.2617630984737906,4.9,0.9000000000000004,0.6418538861723949,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.4,1,0,0,0
228,Minnesota,27.0,2002.0,184,5018935,1.0,0.0,3.7,1.308332819650179,MN,Midwest,West North Central,5.1,1.62924053973028,9.8,2.2823823856765264,4.7,1.0,0.6931471805599453,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.4,1,0,0,0
229,Minnesota,27.0,2003.0,189,5053572,1.0,0.0,3.7,1.308332819650179,MN,Midwest,West North Central,5.0,1.6094379124341003,9.8,2.2823823856765264,4.8,1.0999999999999996,0.7419373447293771,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.8,1,0,0,0
230,Minnesota,27.0,2004.0,187,5087713,1.0,0.0,3.7,1.308332819650179,MN,Midwest,West North Central,5.0,1.6094379124341003,10.3,2.33214389523559,5.3,1.5999999999999996,0.9555114450274362,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.3,1,0,0,0
231,Minnesota,27.0,2005.0,183,5119598,1.0,0.0,3.6,1.2809338454620642,MN,Midwest,West North Central,5.7,1.7404661748405046,10.7,2.3702437414678603,5.0,1.4,0.8754687373538999,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.1,1,0,0,0
232,Minnesota,27.0,2006.0,163,5163555,1.0,0.0,3.2,1.1631508098056809,MN,Midwest,West North Central,6.0,1.791759469228055,10.7,2.3702437414678603,4.7,1.5,0.9162907318741551,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.3,1,0,0,0
233,Minnesota,27.0,2007.0,184,5207203,1.0,0.0,3.5,1.252762968495368,MN,Midwest,West North Central,5.9,1.7749523509116738,11.0,2.3978952727983707,5.1,1.5999999999999996,0.9555114450274362,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,4.7,1,0,0,0
234,Minnesota,27.0,2008.0,192,5247018,1.0,0.0,3.7,1.308332819650179,MN,Midwest,West North Central,5.8,1.7578579175523736,11.3,2.424802725718295,5.5,1.7999999999999998,1.0296194171811581,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,6.7,1,0,1,0
235,Minnesota,27.0,2009.0,177,5281203,1.0,0.0,3.4,1.2237754316221157,MN,Midwest,West North Central,5.7,1.7404661748405046,11.0,2.3978952727983707,5.3,1.9,1.0647107369924282,0.40970367,0.31763899,28.8,5.0,47111,0.495099379,0.894460978,7.8,1,0,1,0
236,Mississippi,28.0,2000.0,179,2844658,0.0,0.0,6.3,1.840549633397487,MS,South,East South Central,2.6,0.9555114450274363,10.3,2.33214389523559,7.7,1.4000000000000004,0.8754687373539001,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,5.0,0,1,0,0
237,Mississippi,28.0,2001.0,187,2852994,0.0,0.0,6.6,1.8870696490323797,MS,South,East South Central,3.1,1.1314021114911006,11.5,2.4423470353692043,8.4,1.8000000000000007,1.0296194171811586,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,6.4,0,1,0,0
238,Mississippi,28.0,2002.0,205,2858681,0.0,0.0,7.2,1.9740810260220096,MS,South,East South Central,3.1,1.1314021114911006,12.0,2.4849066497880004,8.9,1.7000000000000002,0.9932517730102834,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,6.4,0,1,0,0
239,Mississippi,28.0,2003.0,197,2868312,0.0,0.0,6.9,1.9315214116032138,MS,South,East South Central,3.1,1.1314021114911006,11.7,2.4595888418037104,8.6,1.6999999999999993,0.9932517730102831,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,5.7,0,1,0,0
240,Mississippi,28.0,2004.0,185,2889010,0.0,0.0,6.4,1.8562979903656263,MS,South,East South Central,3.6,1.2809338454620642,12.1,2.4932054526026954,8.5,2.0999999999999996,1.1314021114911004,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,6.7,0,1,0,0
241,Mississippi,28.0,2005.0,211,2905943,0.0,0.0,7.3,1.9878743481543455,MS,South,East South Central,3.8,1.33500106673234,12.5,2.5257286443082556,8.6,1.2999999999999998,0.8329091229351039,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,7.5,0,1,0,0
242,Mississippi,28.0,2006.0,181,2904978,0.0,0.0,6.2,1.824549292051046,MS,South,East South Central,3.6,1.2809338454620642,11.2,2.4159137783010487,7.5,1.2999999999999998,0.8329091229351039,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,6.4,0,1,0,0
243,Mississippi,28.0,2007.0,223,2928350,0.0,0.0,7.6,2.028148247292285,MS,South,East South Central,4.0,1.3862943611198906,13.5,2.6026896854443837,9.5,1.9000000000000004,1.0647107369924285,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,6.0,0,1,0,0
244,Mississippi,28.0,2008.0,232,2947806,0.0,0.0,7.9,2.066862759472976,MS,South,East South Central,4.2,1.4350845252893227,13.9,2.631888840136646,9.7,1.799999999999999,1.029619417181158,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,7.7,0,1,1,1
245,Mississippi,28.0,2009.0,218,2958774,0.0,0.0,7.4,2.0014800002101243,MS,South,East South Central,3.8,1.33500106673234,12.9,2.5572273113676265,9.1,1.6999999999999993,0.9932517730102831,0.54737526,0.512432947,29.4,9.6,31330,0.482853826,0.613816845,10.4,0,1,1,1
246,Missouri,29.0,2000.0,272,5595211,0.0,1.0,4.9,1.589235205116581,MO,Midwest,West North Central,4.7,1.547562508716013,12.5,2.5257286443082556,7.8,2.8999999999999995,1.3609765531356006,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,4.1,1,0,0,0
247,Missouri,29.0,2001.0,274,5641142,0.0,1.0,4.9,1.589235205116581,MO,Midwest,West North Central,5.2,1.6486586255873816,12.8,2.5494451709255714,7.6,2.6999999999999993,1.3083328196501787,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,5.1,1,0,0,0
248,Missouri,29.0,2002.0,287,5674825,0.0,1.0,5.1,1.62924053973028,MO,Midwest,West North Central,4.7,1.547562508716013,12.2,2.501435951739211,7.5,2.4000000000000004,1.2237754316221159,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,5.3,1,0,0,0
249,Missouri,29.0,2003.0,276,5709403,0.0,1.0,4.8,1.5686159179138452,MO,Midwest,West North Central,4.7,1.547562508716013,11.9,2.4765384001174837,7.2,2.4000000000000004,1.2237754316221159,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,5.6,1,0,0,0
250,Missouri,29.0,2004.0,270,5747741,0.0,1.0,4.7,1.547562508716013,MO,Midwest,West North Central,5.6,1.7227665977411035,12.4,2.517696472610991,6.8,2.0999999999999996,1.1314021114911004,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,6.0,1,0,0,0
251,Missouri,29.0,2005.0,294,5790300,0.0,1.0,5.1,1.62924053973028,MO,Midwest,West North Central,5.1,1.62924053973028,12.5,2.5257286443082556,7.4,2.3000000000000007,1.1939224684724348,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,5.0,1,0,0,0
252,Missouri,29.0,2006.0,307,5842704,0.0,1.0,5.3,1.667706820558076,MO,Midwest,West North Central,6.0,1.791759469228055,13.6,2.6100697927420065,7.6,2.3,1.1939224684724346,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,4.9,1,0,0,0
253,Missouri,29.0,2007.0,324,5887612,0.0,0.0,5.5,1.7047480922384253,MO,Midwest,West North Central,6.0,1.791759469228055,13.7,2.617395832834079,7.7,2.2,1.1631508098056809,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,5.4,0,1,0,0
254,Missouri,29.0,2008.0,319,5923916,0.0,0.0,5.4,1.6863989535702288,MO,Midwest,West North Central,6.0,1.791759469228055,13.1,2.5726122302071057,7.1,1.6999999999999993,0.9932517730102831,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,7.6,0,1,1,1
255,Missouri,29.0,2009.0,371,5961088,0.0,0.0,6.2,1.824549292051046,MO,Midwest,West North Central,6.5,1.8718021769015913,14.4,2.667228206581955,7.9,1.7000000000000002,0.9932517730102834,0.450483516,0.317268881,32.7,6.5,37934,0.486161648,0.848597667,9.6,0,1,1,1
256,Montana,30.0,2000.0,105,902195,0.0,0.0,11.6,2.451005098112319,MT,West,Mountain,5.7,1.7404661748405046,17.5,2.8622008809294686,11.9,0.3000000000000007,0.2623642644674916,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,4.6,0,1,0,0
257,Montana,30.0,2001.0,115,906961,0.0,0.0,12.7,2.5416019934645457,MT,West,Mountain,4.6,1.5260563034950492,19.3,2.9601050959108397,14.7,2.0,1.0986122886681098,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,4.7,0,1,0,0
258,Montana,30.0,2002.0,104,911667,0.0,0.0,11.4,2.4336133554004498,MT,West,Mountain,7.6,2.028148247292285,20.2,3.005682604407159,12.6,1.1999999999999993,0.7884573603642698,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,4.5,0,1,0,0
259,Montana,30.0,2003.0,103,919630,0.0,0.0,11.2,2.4159137783010487,MT,West,Mountain,6.5,1.8718021769015913,19.6,2.975529566236472,13.0,1.8000000000000007,1.0296194171811586,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,4.8,0,1,0,0
260,Montana,30.0,2004.0,92,930009,0.0,0.0,9.9,2.2925347571405443,MT,West,Mountain,7.5,2.0149030205422647,18.8,2.9338568698359038,11.3,1.4000000000000004,0.8754687373539001,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,4.3,0,1,0,0
261,Montana,30.0,2005.0,121,940102,0.0,0.0,12.9,2.5572273113676265,MT,West,Mountain,7.6,2.028148247292285,21.9,3.086486636822455,14.4,1.5,0.9162907318741551,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,3.7,0,1,0,0
262,Montana,30.0,2006.0,92,952692,0.0,0.0,9.7,2.272125885509337,MT,West,Mountain,9.1,2.2082744135228043,19.8,2.9856819377004897,10.7,1.0,0.6931471805599453,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,3.0,0,1,0,0
263,Montana,30.0,2007.0,103,964706,0.0,0.0,10.7,2.3702437414678603,MT,West,Mountain,7.9,2.066862759472976,20.3,3.0106208860477417,12.4,1.700000000000001,0.9932517730102838,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,3.8,0,1,0,0
264,Montana,30.0,2008.0,112,976415,0.0,0.0,11.5,2.4423470353692043,MT,West,Mountain,7.3,1.9878743481543455,20.8,3.0349529867072724,13.5,2.0,1.0986122886681098,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,6.2,0,1,1,1
265,Montana,30.0,2009.0,119,983982,0.0,0.0,12.1,2.4932054526026954,MT,West,Mountain,8.3,2.1162555148025524,22.2,3.100092288878234,13.8,1.700000000000001,0.9932517730102838,0.615808639,0.480826788,31.3,4.3,33024,0.49820715,0.905823021,7.4,0,1,1,1
266,Nebraska,31.0,2000.0,91,1711263,0.0,1.0,5.3,1.667706820558076,NE,Midwest,West North Central,4.6,1.5260563034950492,11.3,2.424802725718295,6.7,1.4000000000000004,0.8754687373539001,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,2.9,1,0,0,0
267,Nebraska,31.0,2001.0,91,1719836,0.0,1.0,5.3,1.667706820558076,NE,Midwest,West North Central,4.7,1.547562508716013,10.9,2.388762789235098,6.2,0.9000000000000004,0.6418538861723949,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.5,1,0,0,0
268,Nebraska,31.0,2002.0,87,1728292,0.0,1.0,5.0,1.6094379124341003,NE,Midwest,West North Central,5.6,1.7227665977411035,11.6,2.451005098112319,6.1,1.0999999999999996,0.7419373447293771,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.7,1,0,0,0
269,Nebraska,31.0,2003.0,80,1738643,0.0,1.0,4.6,1.5260563034950492,NE,Midwest,West North Central,4.9,1.589235205116581,10.1,2.312535423847214,5.2,0.6000000000000005,0.4700036292457359,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.9,1,0,0,0
270,Nebraska,31.0,2004.0,66,1749370,0.0,1.0,3.8,1.33500106673234,NE,Midwest,West North Central,4.5,1.5040773967762742,9.5,2.2512917986064953,5.0,1.2000000000000002,0.7884573603642703,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,4.0,1,0,0,0
271,Nebraska,31.0,2005.0,86,1761497,0.0,1.0,4.9,1.589235205116581,NE,Midwest,West North Central,4.9,1.589235205116581,10.6,2.3608540011180215,5.7,0.7999999999999998,0.587786664902119,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.4,1,0,0,0
272,Nebraska,31.0,2006.0,85,1772693,0.0,1.0,4.8,1.5686159179138452,NE,Midwest,West North Central,5.5,1.7047480922384253,11.4,2.4336133554004498,5.9,1.1000000000000005,0.7419373447293776,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,2.9,1,0,0,0
273,Nebraska,31.0,2007.0,73,1783440,0.0,1.0,4.1,1.410986973710262,NE,Midwest,West North Central,5.2,1.6486586255873816,10.1,2.312535423847214,5.0,0.9000000000000004,0.6418538861723949,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.0,1,0,0,0
274,Nebraska,31.0,2008.0,83,1796378,0.0,1.0,4.6,1.5260563034950492,NE,Midwest,West North Central,5.1,1.62924053973028,10.6,2.3608540011180215,5.5,0.9000000000000004,0.6418538861723949,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,3.9,1,0,1,0
275,Nebraska,31.0,2009.0,80,1812683,0.0,1.0,4.4,1.4816045409242156,NE,Midwest,West North Central,4.2,1.4350845252893227,9.4,2.2407096892759584,5.1,0.6999999999999993,0.5306282510621699,0.493785852,0.316828751,31.3,5.4,39250,0.492823721,0.89598209,4.9,1,0,1,0
276,Nevada,32.0,2000.0,214,1998257,0.0,0.0,10.7,2.3702437414678603,NV,West,Mountain,8.0,2.0794415416798357,20.0,2.995732273553991,12.1,1.4000000000000004,0.8754687373539001,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,4.5,0,1,0,0
277,Nevada,32.0,2001.0,199,2098399,0.0,0.0,9.5,2.2512917986064953,NV,West,Mountain,8.0,2.0794415416798357,18.4,2.91235066461494,10.4,0.9000000000000004,0.6418538861723949,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,5.9,0,1,0,0
278,Nevada,32.0,2002.0,230,2173791,0.0,0.0,10.6,2.3608540011180215,NV,West,Mountain,8.2,2.1041341542702074,19.5,2.970414465569701,11.3,0.7000000000000011,0.530628251062171,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,5.5,0,1,0,0
279,Nevada,32.0,2003.0,226,2248850,0.0,0.0,10.0,2.302585092994046,NV,West,Mountain,8.2,2.1041341542702074,19.2,2.954910279033736,11.0,1.0,0.6931471805599453,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,4.9,0,1,0,0
280,Nevada,32.0,2004.0,225,2346222,0.0,0.0,9.6,2.2617630984737906,NV,West,Mountain,8.1,2.0918640616783932,18.8,2.9338568698359038,10.6,1.0,0.6931471805599453,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,4.3,0,1,0,0
281,Nevada,32.0,2005.0,233,2432143,0.0,0.0,9.6,2.2617630984737906,NV,West,Mountain,9.0,2.1972245773362196,19.7,2.9806186357439426,10.8,1.200000000000001,0.7884573603642706,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,4.0,0,1,0,0
282,Nevada,32.0,2006.0,231,2522658,0.0,0.0,9.2,2.2192034840549946,NV,West,Mountain,9.1,2.2082744135228043,19.2,2.954910279033736,10.1,0.9000000000000004,0.6418538861723949,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,4.1,0,1,0,0
283,Nevada,32.0,2007.0,244,2601072,0.0,0.0,9.4,2.2407096892759584,NV,West,Mountain,7.7,2.0412203288596382,18.1,2.89591193827178,10.4,1.0,0.6931471805599453,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,5.2,0,1,0,0
284,Nevada,32.0,2008.0,267,2653630,0.0,0.0,10.1,2.312535423847214,NV,West,Mountain,8.9,2.186051276738094,19.8,2.9856819377004897,11.0,0.9000000000000004,0.6418538861723949,0.390067702,0.093175839,29.3,6.4,44581,0.509469503,0.751598018,9.2,0,1,1,1
